Champ,Description,
hitID,Identifiant Motus unique pour cette détection d'émetteur,
runID,Identifiant Motus unique pour la séquence à laquelle cette détection se rapporte,
batchID,Identifiant Motus unique pour le lot de traitement d'où provenait cette détection,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
